Sorting,caseID,Activity Name,Timestamp
7921,853,Package Transferred to Store,2020-08-24 7:58:40
7922,853,Package Received at Store,2020-08-25 13:30:52
7923,854,Purchase Requisition Created,2020-09-27 21:14:00
7924,854,Purchase Order Reviewed,2020-09-27 21:14:00
7925,854,Purchase Order Approved,2020-09-30 10:12:27
7926,854,Negotiations with Vendor,2020-09-30 14:02:44
7927,854,Order Placed with Vendor,2020-10-03 19:17:48
7928,854,Vendor Ships Package from Warehouse,2020-10-04 0:36:50
7929,854,Package Picked Up by Carrier,2020-10-07 13:07:34
7930,854,Package Shipped by Air,2020-10-08 13:27:45
7931,854,Parcel Received at Customs,2020-10-10 1:48:05
7932,854,Customs Approved,2020-10-10 22:21:57
7933,854,Package Received at Warehouse,2020-10-11 2:30:47
7934,854,Package Transferred to Store,2020-10-11 9:35:57
7935,854,Package Received at Store,2020-10-12 17:28:00
7936,855,Purchase Requisition Created,2021-12-14 15:52:00
7937,855,Purchase Order Reviewed,2021-12-14 15:52:00
7938,855,Purchase Order Approved,2021-12-17 16:45:30
7939,855,Order Placed with Vendor,2021-12-17 22:28:49
7940,855,Vendor Ships Package from Warehouse,2021-12-18 6:20:58
7941,855,Package Picked Up by Carrier,2021-12-23 4:39:12
7942,855,Package Shipped by Road,2021-12-24 11:43:08
7943,855,Package Received at Warehouse,2021-12-27 17:34:24
7944,855,Package Transferred to Store,2021-12-28 2:30:39
7945,855,Package Received at Store,2021-12-29 11:34:45
7946,856,Purchase Requisition Created,2021-09-12 2:22:00
7947,856,Purchase Order Reviewed,2021-09-12 2:22:00
7948,856,Purchase Order Approved,2021-09-16 8:24:11
7949,856,Order Placed with Vendor,2021-09-16 13:31:56
7950,856,Vendor Ships Package from Warehouse,2021-09-16 18:01:28
7951,856,Package Picked Up by Carrier,2021-09-20 7:34:17
7952,856,Package Shipped by Sea,2021-09-20 20:41:49
7953,856,Parcel Received at Customs,2021-10-07 10:29:41
7954,856,Customs Denied,2021-10-08 6:14:14
7955,856,Package Shipped Back to Vendor,2021-10-08 17:26:12
7956,857,Purchase Requisition Created,2021-06-30 5:10:00
7957,857,Purchase Order Reviewed,2021-06-30 5:10:00
7958,857,Purchase Order Approved,2021-07-04 5:56:08
7959,857,Order Placed with Vendor,2021-07-04 7:50:52
7960,857,Vendor Ships Package from Warehouse,2021-07-04 13:59:32
7961,857,Package Picked Up by Carrier,2021-07-05 21:34:35
7962,857,Package Shipped by Sea,2021-07-06 20:23:25
7963,857,Parcel Received at Customs,2021-07-19 20:16:06
7964,857,Customs Approved,2021-07-20 12:20:25
7965,857,Package Received at Warehouse,2021-07-20 15:59:52
7966,857,Package Transferred to Store,2021-07-21 0:22:55
7967,857,Package Received at Store,2021-07-22 9:41:48
7968,858,Purchase Requisition Created,2021-09-29 18:02:00
7969,858,Purchase Order Reviewed,2021-09-29 18:02:00
7970,858,Purchase Order Approved,2021-10-02 3:15:22
7971,858,Order Placed with Vendor,2021-10-02 5:34:13
7972,858,Vendor Ships Package from Warehouse,2021-10-02 10:24:44
7973,858,Package Picked Up by Carrier,2021-10-04 2:09:18
7974,858,Package Shipped by Sea,2021-10-05 1:58:14
7975,858,Parcel Received at Customs,2021-10-18 10:39:30
7976,858,Customs Approved,2021-10-19 10:16:26
7977,858,Package Received at Warehouse,2021-10-19 13:51:25
7978,858,Package Transferred to Store,2021-10-19 19:45:39
7979,858,Package Received at Store,2021-10-21 1:09:38
7980,859,Purchase Requisition Created,2020-06-04 0:30:00
7981,859,Purchase Order Reviewed,2020-06-04 0:30:00
7982,859,Purchase Order Approved,2020-06-05 1:20:59
7983,859,Negotiations with Vendor,2020-06-05 8:29:14
7984,859,Order Placed with Vendor,2020-06-07 3:52:34
7985,859,Vendor Ships Package from Warehouse,2020-06-07 6:20:05
7986,859,Package Picked Up by Carrier,2020-06-10 21:51:11
7987,859,Package Shipped by Sea,2020-06-12 4:35:44
7988,859,Parcel Received at Customs,2020-06-28 22:30:48
7989,859,Customs Approved,2020-06-29 15:54:37
7990,859,Package Received at Store,2020-06-29 19:32:08
7991,860,Purchase Requisition Created,2020-10-27 11:46:00
7992,860,Purchase Order Reviewed,2020-10-27 11:46:00
7993,860,Purchase Order Approved,2020-10-30 0:57:08
7994,860,Order Placed with Vendor,2020-10-30 6:21:28
7995,860,Vendor Ships Package from Warehouse,2020-10-30 12:17:16
7996,860,Package Picked Up by Carrier,2020-11-02 23:45:28
7997,860,Package Shipped by Sea,2020-11-04 6:45:20
7998,860,Parcel Received at Customs,2020-11-23 22:12:19
7999,860,Customs Approved,2020-11-24 16:47:42
8000,860,Package Received at Warehouse,2020-11-24 22:29:53
8001,860,Package Transferred to Store,2020-11-25 4:15:26
8002,860,Package Received at Store,2020-11-26 6:07:51
8003,861,Purchase Requisition Created,2020-03-17 8:26:00
8004,861,Purchase Order Reviewed,2020-03-17 8:26:00
8005,861,Purchase Order Approved,2020-03-19 7:02:59
8006,861,Negotiations with Vendor,2020-03-19 12:38:13
8007,861,Order Cancelled,2020-03-23 17:26:34
8008,862,Purchase Requisition Created,2021-06-17 3:16:00
8009,862,Purchase Order Reviewed,2021-06-17 3:16:00
8010,862,Purchase Order Approved,2021-06-22 0:12:33
8011,862,Negotiations with Vendor,2021-06-22 4:52:56
8012,862,Order Placed with Vendor,2021-06-27 3:28:51
8013,862,Vendor Ships Package from Warehouse,2021-06-27 9:50:01
8014,862,Package Picked Up by Carrier,2021-06-30 2:13:56
8015,862,Package Shipped by Sea,2021-06-30 19:10:28
8016,862,Parcel Received at Customs,2021-07-15 7:20:39
8017,862,Customs Approved,2021-07-15 21:09:54
8018,862,Package Received at Store,2021-07-16 1:32:39
8019,863,Purchase Requisition Created,2020-10-31 10:06:00
8020,863,Purchase Order Reviewed,2020-10-31 10:06:00
8021,863,Purchase Order Approved,2020-11-01 14:53:47
8022,863,Order Placed with Vendor,2020-11-01 19:56:10
8023,863,Vendor Ships Package from Warehouse,2020-11-02 3:28:00
8024,863,Package Picked Up by Carrier,2020-11-06 6:03:10
8025,863,Package Shipped by Sea,2020-11-07 14:49:06
8026,863,Parcel Received at Customs,2020-11-19 0:40:55
8027,863,Customs Approved,2020-11-19 21:28:59
8028,863,Package Received at Warehouse,2020-11-20 0:58:03
8029,863,Package Transferred to Store,2020-11-20 6:20:25
8030,863,Package Received at Store,2020-11-21 10:39:08
8031,864,Purchase Requisition Created,2021-01-21 19:26:00
8032,864,Purchase Order Reviewed,2021-01-21 19:26:00
8033,864,Purchased Order Denied,2021-01-23 11:20:53
8034,865,Purchase Requisition Created,2021-05-06 0:26:00
8035,865,Purchase Order Reviewed,2021-05-06 0:26:00
8036,865,Purchase Order Approved,2021-05-08 20:57:00
8037,865,Order Placed with Vendor,2021-05-09 0:40:17
8038,865,Vendor Ships Package from Warehouse,2021-05-09 4:38:21
8039,865,Package Picked Up by Carrier,2021-05-10 21:47:07
8040,865,Package Shipped by Sea,2021-05-11 22:14:18
8041,865,Parcel Received at Customs,2021-05-29 17:19:29
8042,865,Customs Approved,2021-05-30 15:11:24
8043,865,Package Received at Warehouse,2021-05-30 19:45:04
8044,865,Package Transferred to Store,2021-05-31 1:21:17
8045,865,Package Received at Store,2021-06-01 9:46:27
8046,866,Purchase Requisition Created,2020-02-14 15:22:00
8047,866,Purchase Order Reviewed,2020-02-14 15:22:00
8048,866,Purchase Order Approved,2020-02-17 0:09:06
8049,866,Order Placed with Vendor,2020-02-17 2:34:46
8050,866,Vendor Ships Package from Warehouse,2020-02-17 6:36:27
8051,866,Package Picked Up by Carrier,2020-02-20 11:31:07
8052,866,Package Shipped by Road,2020-02-20 22:08:49
8053,866,Package Received at Store,2020-02-24 1:48:54
8054,867,Purchase Requisition Created,2021-11-15 7:04:00
8055,867,Purchase Order Reviewed,2021-11-15 7:04:00
8056,867,Purchase Order Approved,2021-11-18 23:43:49
8057,867,Negotiations with Vendor,2021-11-19 2:54:43
8058,867,Order Placed with Vendor,2021-11-23 23:33:03
8059,867,Vendor Ships Package from Warehouse,2021-11-24 3:00:44
8060,867,Package Picked Up by Carrier,2021-11-25 20:25:28
8061,867,Order Cancelled,2021-11-26 17:25:56
8062,868,Purchase Requisition Created,2021-10-09 3:34:00
8063,868,Purchase Order Reviewed,2021-10-09 3:34:00
8064,868,Purchase Order Approved,2021-10-11 22:02:09
8065,868,Order Placed with Vendor,2021-10-12 5:41:29
8066,868,Vendor Ships Package from Warehouse,2021-10-12 7:48:06
8067,868,Package Picked Up by Carrier,2021-10-17 6:38:08
8068,868,Package Shipped by Road,2021-10-17 18:54:45
8069,868,Package Received at Warehouse,2021-10-20 20:39:19
8070,868,Package Transferred to Store,2021-10-21 3:44:08
8071,868,Package Received at Store,2021-10-22 15:17:06
8072,869,Purchase Requisition Created,2020-12-04 17:52:00
8073,869,Purchase Order Reviewed,2020-12-04 17:52:00
8074,869,Purchase Order Approved,2020-12-09 14:35:17
8075,869,Order Placed with Vendor,2020-12-09 15:42:47
8076,869,Vendor Ships Package from Warehouse,2020-12-09 18:31:44
8077,869,Package Picked Up by Carrier,2020-12-11 20:14:05
8078,869,Package Shipped by Sea,2020-12-12 22:43:38
8079,869,Parcel Received at Customs,2020-12-27 12:58:14
8080,869,Customs Approved,2020-12-28 1:40:52
8081,869,Package Received at Warehouse,2020-12-28 4:51:00
8082,869,Package Transferred to Store,2020-12-28 14:29:03
8083,869,Package Received at Store,2020-12-30 2:19:20
8084,870,Purchase Requisition Created,2021-09-28 4:22:00
8085,870,Purchase Order Reviewed,2021-09-28 4:22:00
8086,870,Purchase Order Approved,2021-10-03 1:44:47
8087,870,Order Placed with Vendor,2021-10-03 6:53:38
8088,870,Vendor Ships Package from Warehouse,2021-10-03 9:24:06
8089,870,Package Picked Up by Carrier,2021-10-07 14:29:45
8090,870,Package Shipped by Road,2021-10-09 0:48:06
8091,870,Package Received at Warehouse,2021-10-12 7:49:19
8092,870,Package Transferred to Store,2021-10-12 16:55:31
8093,870,Package Received at Store,2021-10-14 0:46:01
8094,871,Purchase Requisition Created,2020-02-23 12:36:00
8095,871,Purchase Order Reviewed,2020-02-23 12:36:00
8096,871,Purchase Order Approved,2020-02-26 19:26:41
8097,871,Order Placed with Vendor,2020-02-27 2:00:01
8098,871,Vendor Ships Package from Warehouse,2020-02-27 7:28:29
8099,871,Package Picked Up by Carrier,2020-02-29 20:53:07
8100,871,Package Shipped by Road,2020-03-01 21:32:36
8101,871,Package Received at Warehouse,2020-03-04 15:06:42
8102,871,Package Transferred to Store,2020-03-04 22:47:26
8103,871,Package Received at Store,2020-03-06 3:02:58
8104,872,Purchase Requisition Created,2020-09-07 22:44:00
8105,872,Purchase Order Reviewed,2020-09-07 22:44:00
8106,872,Purchase Order Approved,2020-09-09 11:15:33
8107,872,Negotiations with Vendor,2020-09-09 19:03:39
8108,872,Order Placed with Vendor,2020-09-14 7:54:27
8109,872,Vendor Ships Package from Warehouse,2020-09-14 11:32:04
8110,872,Package Picked Up by Carrier,2020-09-15 15:18:55
8111,872,Package Shipped by Sea,2020-09-16 22:40:53
8112,872,Parcel Received at Customs,2020-10-04 6:05:22
8113,872,Customs Approved,2020-10-04 22:47:17
8114,872,Package Received at Store,2020-10-05 3:29:23
8115,873,Purchase Requisition Created,2021-03-21 15:26:00
8116,873,Purchase Order Reviewed,2021-03-21 15:26:00
8117,873,Purchase Order Approved,2021-03-24 9:23:34
8118,873,Order Placed with Vendor,2021-03-24 16:03:34
8119,873,Vendor Ships Package from Warehouse,2021-03-24 23:18:09
8120,873,Package Picked Up by Carrier,2021-03-28 23:39:53
8121,873,Package Shipped by Sea,2021-03-30 2:33:21
8122,873,Parcel Received at Customs,2021-04-15 5:00:11
8123,873,Customs Denied,2021-04-15 23:40:04
8124,873,Package Shipped Back to Vendor,2021-04-16 14:23:39
8125,874,Purchase Requisition Created,2021-11-28 0:44:00
8126,874,Purchase Order Reviewed,2021-11-28 0:44:00
8127,874,Purchase Order Approved,2021-12-02 20:12:12
8128,874,Negotiations with Vendor,2021-12-02 22:34:04
8129,874,Order Placed with Vendor,2021-12-06 19:07:04
8130,874,Vendor Ships Package from Warehouse,2021-12-07 1:17:29
8131,874,Package Picked Up by Carrier,2021-12-11 4:09:52
8132,874,Package Shipped by Sea,2021-12-12 8:13:07
8133,874,Parcel Received at Customs,2021-12-29 22:06:58
8134,874,Customs Approved,2021-12-30 17:07:07
8135,874,Package Received at Store,2021-12-30 21:16:08
8136,875,Purchase Requisition Created,2020-05-09 0:30:00
8137,875,Purchase Order Reviewed,2020-05-09 0:30:00
8138,875,Purchase Order Approved,2020-05-13 17:22:10
8139,875,Order Placed with Vendor,2020-05-13 20:02:58
8140,875,Vendor Ships Package from Warehouse,2020-05-14 1:05:12
8141,875,Package Picked Up by Carrier,2020-05-16 2:23:44
8142,875,Package Shipped by Sea,2020-05-16 21:21:47
8143,875,Parcel Received at Customs,2020-06-01 17:36:08
8144,875,Customs Approved,2020-06-02 12:33:40
8145,875,Package Received at Warehouse,2020-06-02 17:45:40
8146,875,Package Transferred to Store,2020-06-03 3:11:56
8147,875,Package Received at Store,2020-06-04 14:16:57
8148,876,Purchase Requisition Created,2021-11-21 17:06:00
8149,876,Purchase Order Reviewed,2021-11-21 17:06:00
8150,876,Purchase Order Approved,2021-11-25 13:12:25
8151,876,Order Placed with Vendor,2021-11-25 20:37:20
8152,876,Vendor Ships Package from Warehouse,2021-11-26 1:35:49
8153,876,Package Picked Up by Carrier,2021-11-29 22:21:29
8154,876,Package Shipped by Sea,2021-11-30 20:06:42
8155,876,Parcel Received at Customs,2021-12-17 18:26:18
8156,876,Customs Approved,2021-12-18 14:49:11
8157,876,Package Received at Store,2021-12-18 20:36:10
8158,877,Purchase Requisition Created,2020-06-11 3:18:00
8159,877,Purchase Order Reviewed,2020-06-11 3:18:00
8160,877,Purchase Order Approved,2020-06-12 6:40:42
8161,877,Order Placed with Vendor,2020-06-12 11:57:07
8162,877,Vendor Ships Package from Warehouse,2020-06-12 15:17:23
8163,877,Package Picked Up by Carrier,2020-06-17 5:35:32
8164,877,Package Shipped by Road,2020-06-18 15:06:39
8165,877,Package Received at Store,2020-06-21 10:59:39
8166,878,Purchase Requisition Created,2021-05-17 23:32:00
8167,878,Purchase Order Reviewed,2021-05-17 23:32:00
8168,878,Purchase Order Approved,2021-05-19 10:19:20
8169,878,Negotiations with Vendor,2021-05-19 14:57:36
8170,878,Order Cancelled,2021-05-23 7:24:54
8171,879,Purchase Requisition Created,2020-10-16 21:28:00
8172,879,Purchase Order Reviewed,2020-10-16 21:28:00
8173,879,Purchase Order Approved,2020-10-19 11:04:21
8174,879,Order Placed with Vendor,2020-10-19 16:01:42
8175,879,Vendor Ships Package from Warehouse,2020-10-19 19:50:21
8176,879,Package Picked Up by Carrier,2020-10-22 0:51:09
8177,879,Package Shipped by Sea,2020-10-22 14:37:03
8178,879,Parcel Received at Customs,2020-11-07 9:59:39
8179,879,Customs Approved,2020-11-08 3:56:01
8180,879,Package Received at Store,2020-11-08 6:58:45
8181,880,Purchase Requisition Created,2021-02-03 20:10:00
8182,880,Purchase Order Reviewed,2021-02-03 20:10:00
8183,880,Purchase Order Approved,2021-02-06 10:23:21
8184,880,Negotiations with Vendor,2021-02-06 16:56:28
8185,880,Order Cancelled,2021-02-09 18:35:33
8186,881,Purchase Requisition Created,2020-06-24 3:50:00
8187,881,Purchase Order Reviewed,2020-06-24 3:50:00
8188,881,Purchase Order Approved,2020-06-26 23:20:54
8189,881,Order Placed with Vendor,2020-06-27 1:54:02
8190,881,Vendor Ships Package from Warehouse,2020-06-27 8:52:44
8191,881,Package Picked Up by Carrier,2020-07-02 0:25:21
8192,881,Package Shipped by Air,2020-07-03 3:00:43
8193,881,Parcel Received at Customs,2020-07-04 15:41:41
8194,881,Customs Approved,2020-07-05 14:50:05
8195,881,Package Received at Store,2020-07-05 18:13:55
8196,882,Purchase Requisition Created,2020-07-28 0:04:00
8197,882,Purchase Order Reviewed,2020-07-28 0:04:00
8198,882,Purchase Order Approved,2020-07-31 7:59:27
8199,882,Negotiations with Vendor,2020-07-31 12:06:58
8200,882,Order Placed with Vendor,2020-08-02 15:13:49
8201,882,Vendor Ships Package from Warehouse,2020-08-02 19:00:29
8202,882,Package Picked Up by Carrier,2020-08-06 13:35:30
8203,882,Package Shipped by Air,2020-08-07 6:20:00
8204,882,Parcel Received at Customs,2020-08-08 22:44:11
8205,882,Customs Approved,2020-08-09 12:44:24
8206,882,Package Received at Store,2020-08-09 18:04:26
8207,883,Purchase Requisition Created,2021-10-17 11:52:00
8208,883,Purchase Order Reviewed,2021-10-17 11:52:00
8209,883,Purchase Order Approved,2021-10-18 12:37:35
8210,883,Order Placed with Vendor,2021-10-18 19:43:35
8211,883,Vendor Ships Package from Warehouse,2021-10-18 23:11:17
8212,883,Package Picked Up by Carrier,2021-10-20 12:49:03
8213,883,Package Shipped by Air,2021-10-21 16:57:47
8214,883,Parcel Received at Customs,2021-10-23 10:39:52
8215,883,Customs Approved,2021-10-24 7:34:43
8216,883,Package Received at Warehouse,2021-10-24 12:52:14
8217,883,Package Transferred to Store,2021-10-24 21:07:05
8218,883,Package Received at Store,2021-10-26 8:17:17
8219,884,Purchase Requisition Created,2020-01-07 8:54:00
8220,884,Purchase Order Reviewed,2020-01-07 8:54:00
8221,884,Purchase Order Approved,2020-01-11 3:55:41
8222,884,Negotiations with Vendor,2020-01-11 5:57:10
8223,884,Order Placed with Vendor,2020-01-15 4:19:48
8224,884,Vendor Ships Package from Warehouse,2020-01-15 9:12:12
8225,884,Package Picked Up by Carrier,2020-01-18 20:35:21
8226,884,Package Shipped by Sea,2020-01-19 9:51:19
8227,884,Parcel Received at Customs,2020-02-04 8:47:01
8228,884,Customs Denied,2020-02-05 8:46:56
8229,884,Package Shipped Back to Vendor,2020-02-05 21:42:05
8230,885,Purchase Requisition Created,2021-09-08 7:54:00
8231,885,Purchase Order Reviewed,2021-09-08 7:54:00
8232,885,Purchase Order Approved,2021-09-13 5:53:29
8233,885,Order Placed with Vendor,2021-09-13 7:17:27
8234,885,Vendor Ships Package from Warehouse,2021-09-13 11:59:38
8235,885,Package Picked Up by Carrier,2021-09-15 6:58:02
8236,885,Package Shipped by Sea,2021-09-16 0:02:02
8237,885,Parcel Received at Customs,2021-09-29 22:13:23
8238,885,Customs Denied,2021-09-30 21:35:31
8239,885,Package Shipped Back to Vendor,2021-10-01 4:26:48
8240,886,Purchase Requisition Created,2020-06-04 3:00:00
8241,886,Purchase Order Reviewed,2020-06-04 3:00:00
8242,886,Purchase Order Approved,2020-06-05 23:42:08
8243,886,Negotiations with Vendor,2020-06-06 1:39:36
8244,886,Order Placed with Vendor,2020-06-10 9:38:30
8245,886,Vendor Ships Package from Warehouse,2020-06-10 16:27:00
8246,886,Order Cancelled,2020-06-14 14:39:39
8247,887,Purchase Requisition Created,2021-01-05 4:50:00
8248,887,Purchase Order Reviewed,2021-01-05 4:50:00
8249,887,Purchase Order Approved,2021-01-08 10:03:50
8250,887,Order Placed with Vendor,2021-01-08 13:39:46
8251,887,Vendor Ships Package from Warehouse,2021-01-08 15:53:34
8252,887,Package Picked Up by Carrier,2021-01-13 11:55:40
8253,887,Package Shipped by Road,2021-01-14 12:16:13
8254,887,Package Received at Warehouse,2021-01-17 17:29:16
8255,887,Package Transferred to Store,2021-01-18 0:05:35
8256,887,Package Received at Store,2021-01-19 4:25:32
8257,888,Purchase Requisition Created,2021-08-08 16:56:00
8258,888,Purchase Order Reviewed,2021-08-08 16:56:00
8259,888,Purchased Order Denied,2021-08-11 1:11:56
8260,889,Purchase Requisition Created,2021-04-13 10:50:00
8261,889,Purchase Order Reviewed,2021-04-13 10:50:00
8262,889,Purchase Order Approved,2021-04-17 5:42:48
8263,889,Order Placed with Vendor,2021-04-17 7:29:30
8264,889,Vendor Ships Package from Warehouse,2021-04-17 10:59:51
8265,889,Package Picked Up by Carrier,2021-04-20 16:41:48
8266,889,Package Shipped by Sea,2021-04-21 2:47:34
8267,889,Parcel Received at Customs,2021-05-07 21:51:11
8268,889,Customs Approved,2021-05-08 11:44:25
8269,889,Package Received at Store,2021-05-08 16:25:13
8270,890,Purchase Requisition Created,2020-06-19 15:46:00
8271,890,Purchase Order Reviewed,2020-06-19 15:46:00
8272,890,Purchase Order Approved,2020-06-23 2:55:33
8273,890,Negotiations with Vendor,2020-06-23 6:28:20
8274,890,Order Placed with Vendor,2020-06-25 8:14:39
8275,890,Vendor Ships Package from Warehouse,2020-06-25 10:22:32
8276,890,Package Picked Up by Carrier,2020-06-29 6:49:44
8277,890,Package Shipped by Road,2020-06-30 17:49:09
8278,890,Package Received at Warehouse,2020-07-04 0:25:05
8279,890,Package Transferred to Store,2020-07-04 6:50:45
8280,890,Package Received at Store,2020-07-05 16:20:33
8281,891,Purchase Requisition Created,2020-08-06 8:38:00
8282,891,Purchase Order Reviewed,2020-08-06 8:38:00
8283,891,Purchase Order Approved,2020-08-10 8:31:20
8284,891,Negotiations with Vendor,2020-08-10 11:42:21
8285,891,Order Placed with Vendor,2020-08-12 1:12:33
8286,891,Vendor Ships Package from Warehouse,2020-08-12 3:57:14
8287,891,Package Picked Up by Carrier,2020-08-17 1:03:28
8288,891,Package Shipped by Sea,2020-08-17 17:22:32
8289,891,Parcel Received at Customs,2020-08-29 19:39:24
8290,891,Customs Approved,2020-08-30 14:10:03
8291,891,Package Received at Store,2020-08-30 18:56:16
8292,892,Purchase Requisition Created,2020-01-05 7:26:00
8293,892,Purchase Order Reviewed,2020-01-05 7:26:00
8294,892,Purchase Order Approved,2020-01-07 4:28:18
8295,892,Negotiations with Vendor,2020-01-07 8:42:33
8296,892,Order Placed with Vendor,2020-01-09 13:31:32
8297,892,Vendor Ships Package from Warehouse,2020-01-09 20:22:44
8298,892,Package Picked Up by Carrier,2020-01-11 1:58:17
8299,892,Package Shipped by Road,2020-01-12 9:22:09
8300,892,Package Received at Warehouse,2020-01-15 6:40:52
8301,892,Package Transferred to Store,2020-01-15 16:20:36
8302,892,Package Received at Store,2020-01-17 1:00:07
8303,893,Purchase Requisition Created,2020-10-11 0:46:00
8304,893,Purchase Order Reviewed,2020-10-11 0:46:00
8305,893,Purchase Order Approved,2020-10-13 18:36:08
8306,893,Order Placed with Vendor,2020-10-13 21:16:27
8307,893,Vendor Ships Package from Warehouse,2020-10-14 1:27:13
8308,893,Package Picked Up by Carrier,2020-10-15 9:58:56
8309,893,Package Shipped by Sea,2020-10-16 18:56:06
8310,893,Parcel Received at Customs,2020-10-31 12:41:59
8311,893,Customs Approved,2020-11-01 12:02:45
8312,893,Package Received at Warehouse,2020-11-01 17:36:34
8313,893,Package Transferred to Store,2020-11-01 23:01:25
8314,893,Package Received at Store,2020-11-03 10:59:08
8315,894,Purchase Requisition Created,2020-10-16 5:06:00
8316,894,Purchase Order Reviewed,2020-10-16 5:06:00
8317,894,Purchase Order Approved,2020-10-17 5:22:25
8318,894,Order Placed with Vendor,2020-10-17 7:09:44
8319,894,Vendor Ships Package from Warehouse,2020-10-17 10:00:08
8320,894,Package Picked Up by Carrier,2020-10-19 21:46:36
8321,894,Package Shipped by Road,2020-10-20 16:23:50
8322,894,Package Received at Warehouse,2020-10-23 10:29:35
8323,894,Package Transferred to Store,2020-10-23 19:58:08
8324,894,Package Received at Store,2020-10-25 3:59:28
8325,895,Purchase Requisition Created,2020-08-12 3:46:00
8326,895,Purchase Order Reviewed,2020-08-12 3:46:00
8327,895,Purchase Order Approved,2020-08-15 20:00:51
8328,895,Order Placed with Vendor,2020-08-15 22:51:53
8329,895,Vendor Ships Package from Warehouse,2020-08-16 6:32:14
8330,895,Package Picked Up by Carrier,2020-08-19 8:18:56
8331,895,Package Shipped by Sea,2020-08-19 20:03:26
8332,895,Parcel Received at Customs,2020-09-02 17:00:12
8333,895,Customs Denied,2020-09-03 13:16:20
8334,895,Package Shipped Back to Vendor,2020-09-04 1:01:53
8335,896,Purchase Requisition Created,2021-12-01 17:16:00
8336,896,Purchase Order Reviewed,2021-12-01 17:16:00
8337,896,Purchased Order Denied,2021-12-03 15:39:58
8338,897,Purchase Requisition Created,2020-10-24 14:34:00
8339,897,Purchase Order Reviewed,2020-10-24 14:34:00
8340,897,Purchase Order Approved,2020-10-29 0:18:49
8341,897,Negotiations with Vendor,2020-10-29 6:47:14
8342,897,Order Cancelled,2020-11-02 8:59:20
8343,898,Purchase Requisition Created,2021-10-26 12:36:00
8344,898,Purchase Order Reviewed,2021-10-26 12:36:00
8345,898,Purchase Order Approved,2021-10-28 1:54:56
8346,898,Negotiations with Vendor,2021-10-28 8:10:19
8347,898,Order Cancelled,2021-11-01 19:17:51
8348,899,Purchase Requisition Created,2020-01-27 12:38:00
8349,899,Purchase Order Reviewed,2020-01-27 12:38:00
8350,899,Purchase Order Approved,2020-01-30 11:36:11
8351,899,Order Placed with Vendor,2020-01-30 16:31:19
8352,899,Vendor Ships Package from Warehouse,2020-01-30 23:19:31
8353,899,Package Picked Up by Carrier,2020-01-31 23:21:17
8354,899,Package Shipped by Sea,2020-02-01 17:19:12
8355,899,Parcel Received at Customs,2020-02-13 21:04:23
8356,899,Customs Approved,2020-02-14 18:50:35
8357,899,Package Received at Store,2020-02-14 22:19:48
8358,900,Purchase Requisition Created,2020-02-21 22:00:00
8359,900,Purchase Order Reviewed,2020-02-21 22:00:00
8360,900,Purchase Order Approved,2020-02-25 15:03:22
8361,900,Negotiations with Vendor,2020-02-25 16:22:44
8362,900,Order Placed with Vendor,2020-02-27 14:30:57
8363,900,Vendor Ships Package from Warehouse,2020-02-27 22:30:33
8364,900,Package Picked Up by Carrier,2020-03-03 21:07:15
8365,900,Package Shipped by Road,2020-03-04 21:09:08
8366,900,Package Received at Warehouse,2020-03-07 20:49:17
8367,900,Package Transferred to Store,2020-03-08 3:35:17
8368,900,Package Received at Store,2020-03-09 3:39:22
8369,901,Purchase Requisition Created,2021-08-17 8:38:00
8370,901,Purchase Order Reviewed,2021-08-17 8:38:00
8371,901,Purchase Order Approved,2021-08-19 14:53:47
8372,901,Negotiations with Vendor,2021-08-19 19:10:53
8373,901,Order Cancelled,2021-08-24 12:02:02
8374,902,Purchase Requisition Created,2020-03-16 16:08:00
8375,902,Purchase Order Reviewed,2020-03-16 16:08:00
8376,902,Purchase Order Approved,2020-03-20 21:49:06
8377,902,Negotiations with Vendor,2020-03-21 2:28:37
8378,902,Order Cancelled,2020-03-24 0:16:41
8379,903,Purchase Requisition Created,2020-08-12 0:06:00
8380,903,Purchase Order Reviewed,2020-08-12 0:06:00
8381,903,Purchase Order Approved,2020-08-14 2:16:18
8382,903,Order Placed with Vendor,2020-08-14 6:51:40
8383,903,Vendor Ships Package from Warehouse,2020-08-14 12:21:08
8384,903,Package Picked Up by Carrier,2020-08-17 18:10:38
8385,903,Package Shipped by Air,2020-08-18 20:54:52
8386,903,Parcel Received at Customs,2020-08-20 11:35:18
8387,903,Customs Approved,2020-08-21 6:24:50
8388,903,Package Received at Store,2020-08-21 10:56:58
8389,904,Purchase Requisition Created,2020-09-10 0:16:00
8390,904,Purchase Order Reviewed,2020-09-10 0:16:00
8391,904,Purchase Order Approved,2020-09-13 7:51:58
8392,904,Negotiations with Vendor,2020-09-13 11:51:18
8393,904,Order Placed with Vendor,2020-09-15 20:06:55
8394,904,Vendor Ships Package from Warehouse,2020-09-16 0:05:40
8395,904,Package Picked Up by Carrier,2020-09-20 14:15:12
8396,904,Package Shipped by Sea,2020-09-21 23:35:10
8397,904,Parcel Received at Customs,2020-10-04 4:02:03
8398,904,Customs Approved,2020-10-04 23:49:52
8399,904,Package Received at Warehouse,2020-10-05 5:32:10
8400,904,Package Transferred to Store,2020-10-05 14:02:20
8401,904,Package Received at Store,2020-10-06 22:54:39
