Sorting,caseID,Material Code,Material,Vendor,Amount Ordered
846,847,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.09381062
847,848,SI0179,Latex & Monomers,Sunlight Industries,85.1519889
848,849,PO9342,Packaging,Pioneer Packaging,13.44849262
849,850,CP5644,Specialty Resins,ColorPlus Manufacturing,29.53293379
850,851,SI9085,Additives,Sunlight Industries,20.1943896
851,852,SI7017,Commodity Resins,Sunlight Industries,9.051883149
852,853,PO9342,Packaging,Pioneer Packaging,12.12284144
853,854,SI7017,Commodity Resins,Sunlight Industries,6.010014417
854,855,CP5644,Specialty Resins,ColorPlus Manufacturing,15.61960815
855,856,CP5644,Specialty Resins,ColorPlus Manufacturing,18.28208655
856,857,SI7017,Commodity Resins,Sunlight Industries,8.890787366
857,858,SI0179,Latex & Monomers,Sunlight Industries,79.3159228
858,859,SI9085,Additives,Sunlight Industries,60.0317005
859,860,SI7017,Commodity Resins,Sunlight Industries,3.44024788
860,861,SI8599,Solvents,Sunlight Industries,25.69283431
861,862,SI8599,Solvents,Sunlight Industries,42.25276725
862,863,SI7017,Commodity Resins,Sunlight Industries,3.469343814
863,864,PO9342,Packaging,Pioneer Packaging,18.82673591
864,865,SI7017,Commodity Resins,Sunlight Industries,3.755249659
865,866,CP5644,Specialty Resins,ColorPlus Manufacturing,29.18704055
866,867,CP5644,Specialty Resins,ColorPlus Manufacturing,39.63832875
867,868,CP5644,Specialty Resins,ColorPlus Manufacturing,23.23507722
868,869,SI9085,Additives,Sunlight Industries,39.80433265
869,870,SI7017,Commodity Resins,Sunlight Industries,3.081022803
870,871,SI8599,Solvents,Sunlight Industries,26.01456501
871,872,SI9085,Additives,Sunlight Industries,19.00189882
872,873,SI9085,Additives,Sunlight Industries,76.4648291
873,874,SI7017,Commodity Resins,Sunlight Industries,3.627393416
874,875,CP4560,Titanium Dioxides,ColorPlus Manufacturing,10.48783022
875,876,PO9342,Packaging,Pioneer Packaging,20.6203774
876,877,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.931720439
877,878,SI0179,Latex & Monomers,Sunlight Industries,58.79204536
878,879,SI7017,Commodity Resins,Sunlight Industries,8.998804837
879,880,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.280540812
880,881,SI0179,Latex & Monomers,Sunlight Industries,79.01117891
881,882,SI0179,Latex & Monomers,Sunlight Industries,42.07739373
882,883,SI9085,Additives,Sunlight Industries,37.84983311
883,884,SI7017,Commodity Resins,Sunlight Industries,7.41659746
884,885,PO9342,Packaging,Pioneer Packaging,27.95783513
885,886,SI7017,Commodity Resins,Sunlight Industries,9.068435911
886,887,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.73252996
887,888,SI9085,Additives,Sunlight Industries,25.49986212
888,889,SI8599,Solvents,Sunlight Industries,32.98595599
889,890,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.408942204
890,891,SI9085,Additives,Sunlight Industries,53.55681656
891,892,SI7017,Commodity Resins,Sunlight Industries,4.278893883
892,893,CP7899,Pigments & Colorants,ColorPlus Manufacturing,77.4362306
893,894,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.971746083
894,895,CP7899,Pigments & Colorants,ColorPlus Manufacturing,67.97980228
895,896,SI8599,Solvents,Sunlight Industries,31.85407691
896,897,PO9342,Packaging,Pioneer Packaging,21.77633549
897,898,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.45738748
898,899,SI8599,Solvents,Sunlight Industries,31.68683864
899,900,SI9085,Additives,Sunlight Industries,52.78225548
900,901,CP5644,Specialty Resins,ColorPlus Manufacturing,23.42548943
901,902,SI7017,Commodity Resins,Sunlight Industries,4.199800243
902,903,SI0179,Latex & Monomers,Sunlight Industries,62.52118501
903,904,PO9342,Packaging,Pioneer Packaging,20.93273836
904,905,CP7899,Pigments & Colorants,ColorPlus Manufacturing,102.0824806
905,906,CP7899,Pigments & Colorants,ColorPlus Manufacturing,82.70170072
906,907,SI7017,Commodity Resins,Sunlight Industries,6.600390752
907,908,SI8599,Solvents,Sunlight Industries,18.77298653
908,909,CP7899,Pigments & Colorants,ColorPlus Manufacturing,52.49088265
909,910,CP7899,Pigments & Colorants,ColorPlus Manufacturing,39.78073589
910,911,CP7899,Pigments & Colorants,ColorPlus Manufacturing,84.12534752
911,912,SI7017,Commodity Resins,Sunlight Industries,7.205754874
912,913,SI9085,Additives,Sunlight Industries,46.54975424
913,914,CP7899,Pigments & Colorants,ColorPlus Manufacturing,64.72508365
914,915,SI8599,Solvents,Sunlight Industries,28.96360596
915,916,CP7899,Pigments & Colorants,ColorPlus Manufacturing,114.5803161
916,917,SI7017,Commodity Resins,Sunlight Industries,8.755319629
917,918,SI0179,Latex & Monomers,Sunlight Industries,72.6787768
918,919,SI9085,Additives,Sunlight Industries,13.22750527
919,920,SI7017,Commodity Resins,Sunlight Industries,4.466538608
920,921,SI8599,Solvents,Sunlight Industries,40.40274824
921,922,SI8599,Solvents,Sunlight Industries,33.11389986
922,923,SI7017,Commodity Resins,Sunlight Industries,5.374472398
923,924,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.15622685
924,925,SI9085,Additives,Sunlight Industries,27.0045258
925,926,CP5644,Specialty Resins,ColorPlus Manufacturing,42.58911366
926,927,PO9342,Packaging,Pioneer Packaging,23.50292149
927,928,CP7899,Pigments & Colorants,ColorPlus Manufacturing,34.08904865
928,929,SI7017,Commodity Resins,Sunlight Industries,8.138062995
929,930,SI8599,Solvents,Sunlight Industries,16.72119344
930,931,SI8599,Solvents,Sunlight Industries,50.5640175
931,932,SI9085,Additives,Sunlight Industries,55.98916461
932,933,CP4560,Titanium Dioxides,ColorPlus Manufacturing,10.34499205
933,934,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.164807775
934,935,SI0179,Latex & Monomers,Sunlight Industries,94.29578065
935,936,SI9085,Additives,Sunlight Industries,61.7042342
936,937,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.459124416
937,938,CP7899,Pigments & Colorants,ColorPlus Manufacturing,119.9937923
938,939,PO9342,Packaging,Pioneer Packaging,14.09209851
939,940,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.91801183
940,941,SI0179,Latex & Monomers,Sunlight Industries,81.33327029
941,942,CP5644,Specialty Resins,ColorPlus Manufacturing,15.60027222
942,943,CP5644,Specialty Resins,ColorPlus Manufacturing,26.09084015
943,944,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.21404363
944,945,SI8599,Solvents,Sunlight Industries,42.30560414
945,946,SI7017,Commodity Resins,Sunlight Industries,5.625062581
946,947,CP5644,Specialty Resins,ColorPlus Manufacturing,37.06338692
947,948,CP7899,Pigments & Colorants,ColorPlus Manufacturing,119.3226356
948,949,SI7017,Commodity Resins,Sunlight Industries,7.221342742
949,950,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.138369496
950,951,SI7017,Commodity Resins,Sunlight Industries,7.300810343
951,952,CP5644,Specialty Resins,ColorPlus Manufacturing,22.93258356
952,953,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.236799237
953,954,SI8599,Solvents,Sunlight Industries,45.71370786
954,955,SI9085,Additives,Sunlight Industries,35.05343909
955,956,SI9085,Additives,Sunlight Industries,76.48195984
956,957,SI7017,Commodity Resins,Sunlight Industries,4.082166151
957,958,PO9342,Packaging,Pioneer Packaging,26.59213022
958,959,PO9342,Packaging,Pioneer Packaging,16.65598508
959,960,CP7899,Pigments & Colorants,ColorPlus Manufacturing,140.7136288
960,961,SI7017,Commodity Resins,Sunlight Industries,6.651201722
961,962,CP7899,Pigments & Colorants,ColorPlus Manufacturing,86.78368734
962,963,SI8599,Solvents,Sunlight Industries,48.65085587
963,964,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.28315753
964,965,SI9085,Additives,Sunlight Industries,22.95014373
965,966,CP4560,Titanium Dioxides,ColorPlus Manufacturing,10.80796574
966,967,SI7017,Commodity Resins,Sunlight Industries,6.256057772
967,968,SI8599,Solvents,Sunlight Industries,18.03960597
968,969,CP5644,Specialty Resins,ColorPlus Manufacturing,37.5571479
969,970,CP5644,Specialty Resins,ColorPlus Manufacturing,22.11234147
970,971,SI0179,Latex & Monomers,Sunlight Industries,94.84495551
971,972,SI8599,Solvents,Sunlight Industries,54.96293407
972,973,SI8599,Solvents,Sunlight Industries,15.22446692
973,974,SI8599,Solvents,Sunlight Industries,39.2155649
974,975,PO9342,Packaging,Pioneer Packaging,26.97013141
975,976,SI7017,Commodity Resins,Sunlight Industries,3.082573505
976,977,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.76231187
977,978,SI0179,Latex & Monomers,Sunlight Industries,84.57185195
978,979,CP5644,Specialty Resins,ColorPlus Manufacturing,35.91626793
979,980,SI7017,Commodity Resins,Sunlight Industries,4.982099492
980,981,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.88989029
981,982,CP5644,Specialty Resins,ColorPlus Manufacturing,41.36452994
982,983,SI7017,Commodity Resins,Sunlight Industries,9.477930197
983,984,SI8599,Solvents,Sunlight Industries,36.27408032
984,985,SI7017,Commodity Resins,Sunlight Industries,8.92711458
985,986,SI8599,Solvents,Sunlight Industries,57.52088366
986,987,SI8599,Solvents,Sunlight Industries,38.33915815
987,988,SI7017,Commodity Resins,Sunlight Industries,5.449831216
988,989,CP7899,Pigments & Colorants,ColorPlus Manufacturing,33.96934686
989,990,SI7017,Commodity Resins,Sunlight Industries,6.310303908
990,991,PO9342,Packaging,Pioneer Packaging,25.73950326
991,992,SI7017,Commodity Resins,Sunlight Industries,8.107826763
992,993,CP7899,Pigments & Colorants,ColorPlus Manufacturing,91.80711852
993,994,CP5644,Specialty Resins,ColorPlus Manufacturing,16.60801448
994,995,SI9085,Additives,Sunlight Industries,18.82993215
995,996,PO9342,Packaging,Pioneer Packaging,18.93071058
996,997,PO9342,Packaging,Pioneer Packaging,17.53744988
997,998,CP7899,Pigments & Colorants,ColorPlus Manufacturing,31.25711575
998,999,CP7899,Pigments & Colorants,ColorPlus Manufacturing,56.78370625
999,1000,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.97453292
1000,1001,SI9085,Additives,Sunlight Industries,22.76390187
1001,1002,SI7017,Commodity Resins,Sunlight Industries,6.209997436
1002,1003,SI7017,Commodity Resins,Sunlight Industries,6.101396612
1003,1004,SI8599,Solvents,Sunlight Industries,34.7657858
1004,1005,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.0229096
1005,1006,SI8599,Solvents,Sunlight Industries,15.89477396
1006,1007,PO9342,Packaging,Pioneer Packaging,15.32278922
1007,1008,PO9342,Packaging,Pioneer Packaging,21.84732152
1008,1009,PO9342,Packaging,Pioneer Packaging,13.86422136
1009,1010,SI0179,Latex & Monomers,Sunlight Industries,67.43272829
1010,1011,SI8599,Solvents,Sunlight Industries,35.25402817
1011,1012,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.285948903
1012,1013,CP7899,Pigments & Colorants,ColorPlus Manufacturing,78.4105963
1013,1014,CP5644,Specialty Resins,ColorPlus Manufacturing,31.32010591
1014,1015,CP5644,Specialty Resins,ColorPlus Manufacturing,18.37807655
1015,1016,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.224601417
1016,1017,CP7899,Pigments & Colorants,ColorPlus Manufacturing,145.7444429
1017,1018,PO9342,Packaging,Pioneer Packaging,23.25957336
1018,1019,SI0179,Latex & Monomers,Sunlight Industries,48.20226871
1019,1020,CP5644,Specialty Resins,ColorPlus Manufacturing,42.42455914
1020,1021,SI7017,Commodity Resins,Sunlight Industries,4.881331835
1021,1022,CP5644,Specialty Resins,ColorPlus Manufacturing,19.34812129
1022,1023,SI9085,Additives,Sunlight Industries,10.05723887
1023,1024,PO9342,Packaging,Pioneer Packaging,12.78026181
1024,1025,CP7899,Pigments & Colorants,ColorPlus Manufacturing,136.3781292
1025,1026,CP5644,Specialty Resins,ColorPlus Manufacturing,17.19871848
1026,1027,SI9085,Additives,Sunlight Industries,37.09435182
1027,1028,SI9085,Additives,Sunlight Industries,27.03451235
1028,1029,SI7017,Commodity Resins,Sunlight Industries,3.303608867
1029,1030,CP7899,Pigments & Colorants,ColorPlus Manufacturing,61.80063751
1030,1031,PO9342,Packaging,Pioneer Packaging,28.42443592
1031,1032,SI8599,Solvents,Sunlight Industries,39.03947787
1032,1033,SI7017,Commodity Resins,Sunlight Industries,8.290686098
1033,1034,SI7017,Commodity Resins,Sunlight Industries,9.939808969
1034,1035,CP7899,Pigments & Colorants,ColorPlus Manufacturing,113.3993958
1035,1036,SI8599,Solvents,Sunlight Industries,41.81414982
1036,1037,SI7017,Commodity Resins,Sunlight Industries,6.382482269
1037,1038,SI8599,Solvents,Sunlight Industries,40.64897729
1038,1039,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.557165407
1039,1040,SI8599,Solvents,Sunlight Industries,58.83461733
1040,1041,SI0179,Latex & Monomers,Sunlight Industries,99.71926602
1041,1042,SI8599,Solvents,Sunlight Industries,37.18594458
1042,1043,PO9342,Packaging,Pioneer Packaging,18.63038934
1043,1044,SI9085,Additives,Sunlight Industries,43.73498818
1044,1045,CP7899,Pigments & Colorants,ColorPlus Manufacturing,140.8220003
1045,1046,SI8599,Solvents,Sunlight Industries,48.4360041
1046,1047,CP5644,Specialty Resins,ColorPlus Manufacturing,27.49937246
1047,1048,PO9342,Packaging,Pioneer Packaging,13.35244318
1048,1049,CP4560,Titanium Dioxides,ColorPlus Manufacturing,10.7595504
1049,1050,SI8599,Solvents,Sunlight Industries,57.89543595
1050,1051,SI0179,Latex & Monomers,Sunlight Industries,35.94188507
1051,1052,SI9085,Additives,Sunlight Industries,42.99246173
1052,1053,SI8599,Solvents,Sunlight Industries,15.57478229
1053,1054,SI8599,Solvents,Sunlight Industries,38.05375856
1054,1055,CP5644,Specialty Resins,ColorPlus Manufacturing,39.80516107
1055,1056,SI0179,Latex & Monomers,Sunlight Industries,98.2668945
1056,1057,CP5644,Specialty Resins,ColorPlus Manufacturing,28.28843791
1057,1058,SI8599,Solvents,Sunlight Industries,20.38106168
1058,1059,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.069649173
1059,1060,SI9085,Additives,Sunlight Industries,25.91564836
1060,1061,CP5644,Specialty Resins,ColorPlus Manufacturing,15.34611823
1061,1062,SI7017,Commodity Resins,Sunlight Industries,8.548064014
1062,1063,CP5644,Specialty Resins,ColorPlus Manufacturing,29.39851052
1063,1064,SI7017,Commodity Resins,Sunlight Industries,3.470531419
1064,1065,CP7899,Pigments & Colorants,ColorPlus Manufacturing,56.93050265
1065,1066,SI7017,Commodity Resins,Sunlight Industries,5.657830546
1066,1067,SI8599,Solvents,Sunlight Industries,36.69208808
1067,1068,SI8599,Solvents,Sunlight Industries,34.32642529
1068,1069,SI8599,Solvents,Sunlight Industries,42.97644002
1069,1070,SI9085,Additives,Sunlight Industries,27.18746462
1070,1071,SI7017,Commodity Resins,Sunlight Industries,3.304757201
1071,1072,CP7899,Pigments & Colorants,ColorPlus Manufacturing,30.46550485
1072,1073,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.86866648
1073,1074,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.42173606
1074,1075,SI7017,Commodity Resins,Sunlight Industries,6.009210095
1075,1076,CP7899,Pigments & Colorants,ColorPlus Manufacturing,97.30684995
1076,1077,SI9085,Additives,Sunlight Industries,20.4717185
1077,1078,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.190482894
1078,1079,SI8599,Solvents,Sunlight Industries,57.39335436
1079,1080,CP7899,Pigments & Colorants,ColorPlus Manufacturing,145.4456477
1080,1081,SI0179,Latex & Monomers,Sunlight Industries,76.2101852
1081,1082,SI7017,Commodity Resins,Sunlight Industries,6.348912645
1082,1083,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.56136632
1083,1084,PO9342,Packaging,Pioneer Packaging,14.53223111
1084,1085,CP5644,Specialty Resins,ColorPlus Manufacturing,42.84808932
1085,1086,SI0179,Latex & Monomers,Sunlight Industries,87.67421612
1086,1087,CP5644,Specialty Resins,ColorPlus Manufacturing,26.10538145
1087,1088,PO9342,Packaging,Pioneer Packaging,17.74081916
1088,1089,SI8599,Solvents,Sunlight Industries,55.7122393
1089,1090,PO9342,Packaging,Pioneer Packaging,15.37845266
1090,1091,SI9085,Additives,Sunlight Industries,78.86919887
1091,1092,PO9342,Packaging,Pioneer Packaging,16.4577255
1092,1093,CP5644,Specialty Resins,ColorPlus Manufacturing,19.82769447
1093,1094,SI7017,Commodity Resins,Sunlight Industries,9.819095902
1094,1095,SI7017,Commodity Resins,Sunlight Industries,6.109692923
1095,1096,SI9085,Additives,Sunlight Industries,39.99141985
1096,1097,CP7899,Pigments & Colorants,ColorPlus Manufacturing,119.4184923
1097,1098,SI8599,Solvents,Sunlight Industries,41.91392402
1098,1099,CP7899,Pigments & Colorants,ColorPlus Manufacturing,30.56779342
1099,1100,CP4560,Titanium Dioxides,ColorPlus Manufacturing,10.08159425
1100,1101,SI7017,Commodity Resins,Sunlight Industries,7.272169501
1101,1102,CP7899,Pigments & Colorants,ColorPlus Manufacturing,87.81453174
1102,1103,SI7017,Commodity Resins,Sunlight Industries,5.877274218
1103,1104,CP7899,Pigments & Colorants,ColorPlus Manufacturing,126.3186659
1104,1105,SI8599,Solvents,Sunlight Industries,38.66983802
1105,1106,SI0179,Latex & Monomers,Sunlight Industries,90.57464072
1106,1107,SI7017,Commodity Resins,Sunlight Industries,4.899671013
1107,1108,SI9085,Additives,Sunlight Industries,16.6496559
1108,1109,CP5644,Specialty Resins,ColorPlus Manufacturing,22.53180704
1109,1110,SI9085,Additives,Sunlight Industries,65.03455819
1110,1111,SI7017,Commodity Resins,Sunlight Industries,7.525590919
1111,1112,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.12754666
1112,1113,PO9342,Packaging,Pioneer Packaging,13.94161546
1113,1114,CP7899,Pigments & Colorants,ColorPlus Manufacturing,30.12279474
1114,1115,SI8599,Solvents,Sunlight Industries,40.11225056
1115,1116,CP7899,Pigments & Colorants,ColorPlus Manufacturing,31.91668833
1116,1117,SI8599,Solvents,Sunlight Industries,50.0482318
1117,1118,CP5644,Specialty Resins,ColorPlus Manufacturing,34.36466105
1118,1119,SI7017,Commodity Resins,Sunlight Industries,9.93241674
1119,1120,PO9342,Packaging,Pioneer Packaging,19.54580715
1120,1121,CP7899,Pigments & Colorants,ColorPlus Manufacturing,43.21685748
1121,1122,CP5644,Specialty Resins,ColorPlus Manufacturing,17.50817311
1122,1123,SI8599,Solvents,Sunlight Industries,41.88164852
1123,1124,CP5644,Specialty Resins,ColorPlus Manufacturing,44.61158977
1124,1125,CP7899,Pigments & Colorants,ColorPlus Manufacturing,105.2942205
1125,1126,CP5644,Specialty Resins,ColorPlus Manufacturing,22.92327017
1126,1127,PO9342,Packaging,Pioneer Packaging,11.09044258
1127,1128,CP7899,Pigments & Colorants,ColorPlus Manufacturing,147.5277912
1128,1129,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.917055171
1129,1130,SI7017,Commodity Resins,Sunlight Industries,4.860202738
1130,1131,SI9085,Additives,Sunlight Industries,55.44375452
1131,1132,SI0179,Latex & Monomers,Sunlight Industries,37.47304332
1132,1133,CP5644,Specialty Resins,ColorPlus Manufacturing,24.42581809
1133,1134,SI7017,Commodity Resins,Sunlight Industries,7.594795797
1134,1135,SI8599,Solvents,Sunlight Industries,55.10136619
1135,1136,SI8599,Solvents,Sunlight Industries,24.00447379
1136,1137,CP7899,Pigments & Colorants,ColorPlus Manufacturing,43.05335113
1137,1138,SI8599,Solvents,Sunlight Industries,41.83107261
1138,1139,SI7017,Commodity Resins,Sunlight Industries,9.407038536
1139,1140,SI8599,Solvents,Sunlight Industries,31.01508649
1140,1141,SI9085,Additives,Sunlight Industries,78.5762512
1141,1142,SI9085,Additives,Sunlight Industries,19.60012776
1142,1143,CP5644,Specialty Resins,ColorPlus Manufacturing,35.70986686
1143,1144,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.169156575
1144,1145,SI0179,Latex & Monomers,Sunlight Industries,61.53492353
1145,1146,CP5644,Specialty Resins,ColorPlus Manufacturing,35.82412524
1146,1147,SI0179,Latex & Monomers,Sunlight Industries,43.85745132
1147,1148,SI0179,Latex & Monomers,Sunlight Industries,70.93033199
1148,1149,CP7899,Pigments & Colorants,ColorPlus Manufacturing,123.7822485
1149,1150,SI0179,Latex & Monomers,Sunlight Industries,62.226847
1150,1151,PO9342,Packaging,Pioneer Packaging,19.22048699
1151,1152,CP7899,Pigments & Colorants,ColorPlus Manufacturing,62.54085058
1152,1153,SI8599,Solvents,Sunlight Industries,50.53069444
1153,1154,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.797248807
1154,1155,CP5644,Specialty Resins,ColorPlus Manufacturing,28.6995931
1155,1156,SI9085,Additives,Sunlight Industries,46.55620338
1156,1157,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.962524588
1157,1158,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.89075806
1158,1159,SI9085,Additives,Sunlight Industries,15.3554546
1159,1160,SI8599,Solvents,Sunlight Industries,48.21725684
1160,1161,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.8062264
1161,1162,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.0829486
1162,1163,PO9342,Packaging,Pioneer Packaging,28.71481582
1163,1164,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.01593723
1164,1165,SI0179,Latex & Monomers,Sunlight Industries,43.12782859
1165,1166,SI7017,Commodity Resins,Sunlight Industries,3.263718271
1166,1167,CP7899,Pigments & Colorants,ColorPlus Manufacturing,134.6021537
1167,1168,PO9342,Packaging,Pioneer Packaging,29.94839686
1168,1169,SI8599,Solvents,Sunlight Industries,18.65987753
1169,1170,PO9342,Packaging,Pioneer Packaging,17.01930572
1170,1171,CP5644,Specialty Resins,ColorPlus Manufacturing,24.44149924
1171,1172,SI7017,Commodity Resins,Sunlight Industries,9.88881726
1172,1173,SI0179,Latex & Monomers,Sunlight Industries,32.26254609
1173,1174,SI0179,Latex & Monomers,Sunlight Industries,79.79377668
1174,1175,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.416130092
1175,1176,CP5644,Specialty Resins,ColorPlus Manufacturing,40.52834309
1176,1177,SI7017,Commodity Resins,Sunlight Industries,4.235074651
1177,1178,SI7017,Commodity Resins,Sunlight Industries,6.142055202
1178,1179,SI7017,Commodity Resins,Sunlight Industries,8.656500053
1179,1180,CP5644,Specialty Resins,ColorPlus Manufacturing,31.20058648
1180,1181,CP7899,Pigments & Colorants,ColorPlus Manufacturing,74.15042084
1181,1182,PO9342,Packaging,Pioneer Packaging,26.57488374
1182,1183,SI8599,Solvents,Sunlight Industries,18.6334508
1183,1184,SI7017,Commodity Resins,Sunlight Industries,8.995692363
1184,1185,PO9342,Packaging,Pioneer Packaging,10.08195022
1185,1186,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.95048239
1186,1187,SI9085,Additives,Sunlight Industries,46.05114438
1187,1188,SI8599,Solvents,Sunlight Industries,21.49166023
1188,1189,SI9085,Additives,Sunlight Industries,63.78385486
1189,1190,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.832131335
1190,1191,PO9342,Packaging,Pioneer Packaging,28.16882872
1191,1192,CP5644,Specialty Resins,ColorPlus Manufacturing,29.68791386
1192,1193,SI0179,Latex & Monomers,Sunlight Industries,31.13758247
1193,1194,CP7899,Pigments & Colorants,ColorPlus Manufacturing,62.02656702
1194,1195,CP7899,Pigments & Colorants,ColorPlus Manufacturing,47.79750014
1195,1196,SI0179,Latex & Monomers,Sunlight Industries,50.31025547
1196,1197,SI7017,Commodity Resins,Sunlight Industries,6.297726679
1197,1198,CP5644,Specialty Resins,ColorPlus Manufacturing,34.46749525
1198,1199,SI0179,Latex & Monomers,Sunlight Industries,78.16377441
1199,1200,CP5644,Specialty Resins,ColorPlus Manufacturing,30.25909602
1200,1201,PO9342,Packaging,Pioneer Packaging,29.43976979
1201,1202,CP5644,Specialty Resins,ColorPlus Manufacturing,32.31114887
1202,1203,SI7017,Commodity Resins,Sunlight Industries,4.033902216
1203,1204,SI8599,Solvents,Sunlight Industries,32.46724013
1204,1205,CP7899,Pigments & Colorants,ColorPlus Manufacturing,88.30055523
1205,1206,PO9342,Packaging,Pioneer Packaging,16.45337421
1206,1207,SI8599,Solvents,Sunlight Industries,38.05430519
1207,1208,CP7899,Pigments & Colorants,ColorPlus Manufacturing,47.34977849
1208,1209,SI7017,Commodity Resins,Sunlight Industries,8.449226871
1209,1210,PO9342,Packaging,Pioneer Packaging,29.41582472
1210,1211,SI8599,Solvents,Sunlight Industries,17.54359503
1211,1212,SI7017,Commodity Resins,Sunlight Industries,3.060943352
1212,1213,SI8599,Solvents,Sunlight Industries,35.63960856
1213,1214,PO9342,Packaging,Pioneer Packaging,27.44356275
1214,1215,SI0179,Latex & Monomers,Sunlight Industries,30.53669207
1215,1216,SI8599,Solvents,Sunlight Industries,27.73504093
1216,1217,SI8599,Solvents,Sunlight Industries,17.90280352
1217,1218,SI7017,Commodity Resins,Sunlight Industries,7.000820549
1218,1219,PO9342,Packaging,Pioneer Packaging,19.91672597
1219,1220,SI0179,Latex & Monomers,Sunlight Industries,50.31658357
1220,1221,SI9085,Additives,Sunlight Industries,60.42529077
1221,1222,PO9342,Packaging,Pioneer Packaging,26.54689254
1222,1223,SI9085,Additives,Sunlight Industries,30.4558616
1223,1224,SI7017,Commodity Resins,Sunlight Industries,5.365394188
1224,1225,CP7899,Pigments & Colorants,ColorPlus Manufacturing,78.79354756
1225,1226,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.900886195
1226,1227,SI9085,Additives,Sunlight Industries,24.15760871
1227,1228,CP5644,Specialty Resins,ColorPlus Manufacturing,15.03284228
1228,1229,CP7899,Pigments & Colorants,ColorPlus Manufacturing,114.6073046
1229,1230,SI8599,Solvents,Sunlight Industries,37.24705883
1230,1231,SI8599,Solvents,Sunlight Industries,56.38868922
1231,1232,SI7017,Commodity Resins,Sunlight Industries,6.098441494
1232,1233,SI8599,Solvents,Sunlight Industries,54.01886184
1233,1234,PO9342,Packaging,Pioneer Packaging,20.3443268
1234,1235,SI9085,Additives,Sunlight Industries,29.33423264
1235,1236,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.4920308
1236,1237,SI7017,Commodity Resins,Sunlight Industries,9.340006461
1237,1238,CP7899,Pigments & Colorants,ColorPlus Manufacturing,62.06318843
1238,1239,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.36544558
1239,1240,CP7899,Pigments & Colorants,ColorPlus Manufacturing,35.31498832
1240,1241,SI8599,Solvents,Sunlight Industries,41.07873497
1241,1242,SI9085,Additives,Sunlight Industries,11.64199503
1242,1243,CP5644,Specialty Resins,ColorPlus Manufacturing,19.76846362
1243,1244,SI0179,Latex & Monomers,Sunlight Industries,38.84276285
1244,1245,SI8599,Solvents,Sunlight Industries,41.97011989
1245,1246,PO9342,Packaging,Pioneer Packaging,17.92805612
1246,1247,SI7017,Commodity Resins,Sunlight Industries,8.488187742
1247,1248,SI0179,Latex & Monomers,Sunlight Industries,38.82807972
1248,1249,CP5644,Specialty Resins,ColorPlus Manufacturing,16.73576862
1249,1250,SI8599,Solvents,Sunlight Industries,34.69378276
1250,1251,CP5644,Specialty Resins,ColorPlus Manufacturing,28.35310193
1251,1252,CP7899,Pigments & Colorants,ColorPlus Manufacturing,80.01095578
1252,1253,CP7899,Pigments & Colorants,ColorPlus Manufacturing,41.81482364
1253,1254,CP4560,Titanium Dioxides,ColorPlus Manufacturing,10.26132364
